->allecto|adlecto
LS|adlecto|adlecto|āvi, ātum, 1||v. freq.|to allure, to entice|allecto|(
GG|adlecto|adlecto|āre||tr.|fréq. de adlicio), tr., attirer puissamment, engager à|adlecto|
GJ|adlecto|adlecto|āre, (fréq. de adlicio)|- tr. - attirer puissamment, engager à.
Ge|
FG|adlecto|adlecto are (fréquentatif de adlicio), transitif, engager à.
Lw|adlecto|adlectō (all-)|&mdash;, āre|||to allure, entice, court||||adlecto
YO|
PO|
WW|||adlecto, adlectavi|adlecto, adlectatum
->appingo|adpingo
LS|adpingo|adpingo|ĕre||v. a.|to paint upon, to add by writing, to, write|appingo1|(
GG|adpingo|adpingo|pinxi, pictum, ĕre||tr.|tr., peindre sur, à, dans [av. datif] / [fig.] ajouter|1 appingo|adp-
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
-|adpositus
LS|adpositus|adpŏsĭtus|a, um||P. a.|placed, situated at, near to, contiguous to, bordering upon;, dat.|appositus1|(
GG|adpositus|adpŏsĭtus|a, um||part.|placé auprès, attenant, voisin / placé pour, approprié|1 appositus|adp-
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->ascio|adscio
LS|adscio|adscĭo|4||v. a.|to receive, admit|ascio2|(
GG|adscio|adscĭo|īre||tr.|tr., faire venir à soi, s'adjoindre, recevoir|2 ascio|adscĭo
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
-|adscitus
LS|adscitus|adscītus|a, um||P. a.|derived, assumed, foreign|ascitus1|(
GG|adscitus|adscītus|a, um||part.|adjt, tiré de loin, emprunté|ascitus|adsc-
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
-|adsertus
LS|adsertus|adsertus|a, um||||assertus|(
GG|adsertus|adsertus|a, um||part.|part. de adsero 2|adsertus|adsertus
GJ|adsertus|adsertus|a, um|part. de adsero 2.
Ge|
FG|adsertus|adsertus (ass-) a um, participe de adsero 2.
Lw|
YO|
PO|
WW||||
-|adserui
LS|
GG|adserui|adsĕrui||||parf. de adsero 2|adserui|adsĕrui
GJ|
Ge|
FG|adserui|adserui (ass-), parfait de adsero 2.
Lw|
YO|
PO|
WW||||
-|adsevi
LS|
GG|adsevi|adsēvī||||parf. de adsero 1|adsevi|adsēvī
GJ|
Ge|
FG|adsevi|adsevi (ass-), parfait de adsero 1.
Lw|
YO|
PO|
WW||||
-|conlatus
LS|conlatus|conlātus|ūs|m.||a bringing together|collatus2|(
GG|
GJ|
Ge|
FG|
Lw|conlatus|conlātus (coll-)||||P. of confero.||||conlatus
YO|
PO|
WW||||
-|conlectus
LS|conlectus|conlectus|a, um||P. a.||collectus1|(
GG|conlectus|conlectus|a, um||part.|ramassé, réduit / réduit, modeste, chétif|1 collectus|conl-
GJ|
Ge|
FG|
Lw|conlectus|conlēctus (coll-)||||P. of conligo.||||conlectus
YO|
PO|
WW||||
->irritus|inritus
LS|inritus|inrĭtus|a, um||adj.|invalid.|irritus1|(
GG|inritus|inrĭtus|a, um|n.|adj.|non ratifié, non fixé, non décidé, annulé / vain, inutile, sans effet / [avec le gén.] qui ne réussit pas dans, malheureux dans / [abst] qui n'a pas réussi / irritum|irritus|inr-
GJ|inritus|inrĭtus|a, um [in + ratus]|- 1 - non fixé, non ratifié, annulé, nul. - 2 - vain, sans effet, impuissant, inutile.
Ge|
FG|
Lw|inritus|inritus (irr-)|||adj.|undecided, unsettled, invalid, void, of no effect, Vain, useless, without effect, ineffectual, abandoning the useless effort, worthless, n., nothingness, vanity, worthlessness, useless words, asking in vain, accomplishing nothing, baffled, failing, vainly hoping||||inritus
YO|
PO|
WW||||
->irruptus|inruptus
LS|inruptus|inruptus|a, um||adj.|unbroken, unsevered|irruptus2|(
GG|inruptus|inruptus|a, um||adj.|non rompu, indissoluble|2 irruptus|inr-
GJ|
Ge|
FG|
Lw|inruptus|in-ruptus (irr-)|||adj.|unbroken, unsevered||||inruptus2
YO|
PO|
WW||||
->suffundo|subfundo
LS|subfundo|subfundo|fūdi, fūsum, 3||v. a.|to pour below, underneath; to pour into, among; to pour over, upon; to overspread, suffuse|suffundo|(
GG|subfundo|subfundo|fūdi, fūsum, ĕre||tr.|verser par-dessous, répandre sous, en bas / baigner, inonder [par dessous] / répandre sous / [fig.] pénétrer de, imprégner de|suffundo|subf-
GJ|subfundo|subfundo|ĕre, fūdi, fūsum|(Lebaigue P. 1218 et P. 1219) - tr. - 1 - répandre par-dessous, verser sous, verser dans, verser sur, verser en mélangeant, répandre, verser. - 2 - mouiller, arroser, colorer, teindre.
Ge|
FG|
Lw|
YO|
PO|subfundo|subfundo_, subfundere, subfu_di_, subfu_sum : v3
WW||||
-|adplausus
LS|adplausus|adplausus|a, um||||applausus|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
-|adspargo
LS|
GG|
GJ|adspargo|adspargo||v. adspergo.
Ge|
FG|
Lw|
YO|
PO|
WW|||adspargo, adsparsi|adspargo, adsparsum
-|adtactus
LS|
GG|adtactus|adtactŭs|ūs|m.||contact, toucher|adtactus|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
-|conlisus
LS|
GG|
GJ|
Ge|
FG|
