-|abolui
LS|
GG|abolui|abŏlŭi||||v. aboleo|abolui|
GJ|abolui|ăbŏlŭi|arch.|c. abolevi ---> aboleo.
Ge|
FG|
Lw|
YO|
PO|
WW||||
-|acii
LS|
GG|acii|ăcĭī||||v. acies|acii|
GJ|acii|ăcĭi|arch. (= aciei)|gén. de acies.
Ge|
FG|
Lw|
YO|
PO|
WW||||
-|admemordi
LS|
GG|admemordi|admĕmordi||||v. admordeo|admemordi|
GJ|admemordi|admĕmordi|arch. = admomordi|v. admomordeeo.
Ge|
FG|
Lw|
YO|
PO|
WW||||
-|aliquoi
LS|
GG|aliquoi|ălĭquoi||||v. aliquis|aliquoi|
GJ|
Ge|aliquoi|aliquoi||
FG|
Lw|
YO|
PO|
WW||||
-|arrexi
LS|
GG|arrexi|arrexi||||v. adrigo.|arrexi|
GJ|
Ge|
FG|arrexi|arrexi, cf. adrigo.
Lw|
YO|
PO|
WW||||
-|aspri
LS|
GG|aspri|aspri||||v. asper|aspri|aspri
GJ|aspri|aspri|aspris|c. asperi, asperis : v. asper.
Ge|
FG|
Lw|
YO|
PO|
WW||||
|bagenni
LS|Bagenni|Bagenni|ōrum|m.|||Vagienni|0
GG|Bagenni|Bagenni|ōrum|m.||v. Vagenni.|Bagenni|Bagenni
GJ|Bagenni|Bagenni|Sil. 8, 605, Bagienni Varr. R. 1, 51, 2|v. Vagenni.
Ge|
FG|
Lw|
YO|
PO|
WW||||
|belliocassi
LS|
GG|Belliocassi|Belliocassi|ōrum|m.||peuple de la Gaule (Vexin)|Belliocassi|Belliocassi
GJ|Belliocassi|Belliocassi|ou Velliocassi ou Veliocasses|v. Bellocassi.
Ge|
FG|Belliocassi|Belliocassi ou Velliocassi ou Veliocasses, peuple de la Gaule (Vexin).
Lw|
YO|
PO|
WW||||
|bellonoti
LS|
GG|Bellonoti|Bellŏnŏti|ōrum|m.||v. Ballonoti.|Bellonoti|
GJ|Bellonoti|Bellŏnŏti||v. Ballonoti.
Ge|
FG|
Lw|
YO|
PO|
WW||||
|complurimi
LS|
GG|complurimi|complūrĭmi|ae, a|||v. complures.|complurimi|
GJ|complurimi|complurimi|ae, a|très nombreux.
Ge|
FG|
Lw|
YO|
PO|
WW||||
-|composeivi
LS|
GG|composeivi|composeivi||||v. compono|composeivi|
GJ|composeivi|composeivi||v. compono.
Ge|
FG|
Lw|
YO|
PO|
WW||||
-|consposi
LS|
GG|consposi|conspōsi||||v. conspondeo.|consposi|
GJ|consposi|consposi||arch. v. conspondeo.
Ge|
FG|
Lw|
YO|
PO|
WW||||
|cosetani
LS|
GG|Cosetani|Cosetani|ōrum|m.||c. Cessetania.|Cosetani|
GJ|Cosetani|Cosetani||c. Cossetani.
Ge|
FG|
Lw|
YO|
PO|
WW||||
-|cui
LS|
GG|cui|cuī||||dat. de qui|cui|
GJ|cui|cuī||dat. de qui et de quis.
Ge|
FG|
Lw|
YO|
PO|
WW||||
|dioscori
LS|
GG|Dioscori|Dĭoscŏri|ōrum|m.||c. Dioscuri.|Dioscori|
GJ|Dioscori|Dĭoscŏri||c. Dioscuri.
Ge|
FG|
Lw|
YO|
PO|
WW||||
-|direxti
LS|
GG|direxti|dīrexti||||v. dirigo|direxti|
GJ|direxti|direxti||c. direxisti (Virg.).
Ge|
FG|
Lw|
