OK|adcanto|2|0|10|OK|accanto|4|0|10
OK|adcelero|3|0|10|OK|accelero|7|0|10
OK|adclamatio|2|0|10|OK|acclamatio|8|0|10
OK|adclamo|4|0|10|OK|acclamo|9|0|10
OK|adclaro|3|0|10|OK|acclaro|7|0|10
OK|adclivis|3|0|10|OK|acclivis|8|0|10
OK|adcognosco|2|0|10|OK|accognosco|4|0|10
OK|adcolo|4|0|10|OK|accolo|9|0|10
OK|adcommodo|3|0|10|OK|accommodo|9|0|10
OK|adcommodus|2|0|10|OK|accommodus|8|0|10
OK|adcongero|2|0|10|OK|accongero|3|0|10
OK|adcredo|4|0|10|OK|accredo|8|0|10
OK|adcresco|5|0|10|OK|accresco|8|0|10
OK|adcretio|2|0|10|OK|accretio|7|0|10
OK|adcubo|3|0|10|OK|accubo|9|0|10
OK|adcumbo|3|0|10|OK|accumbo|9|0|10
OK|adcumulator|2|0|10|OK|accumulator|7|0|10
OK|adcuro|3|0|10|OK|accuro|8|0|10
OK|adquiesco|5|0|10|OK|acquiesco|9|0|10
OK|adquiro|6|0|10|OK|acquiro|8|0|10
OK|adquisitio|3|0|10|OK|acquisitio|4|0|10
OK|affaber|3|0|10|OK|adfaber|3|0|10
OK|affabilis|4|0|10|OK|adfabilis|6|0|10
OK|affabilitas|2|0|10|OK|adfabilitas|4|0|10
OK|affabiliter|2|0|10|OK|adfabiliter|4|0|10
OK|affabre|2|0|10|OK|adfabre|5|0|10
OK|affabricatus|2|0|10|OK|adfabricatus|3|0|10
OK|affamen|2|0|10|OK|adfamen|3|0|10
OK|affatim|4|0|10|OK|adfatim|6|0|10
OK|affectatio|4|0|10|OK|adfectatio|5|0|10
OK|affectator|2|0|10|OK|adfectator|4|0|10
OK|affectatrix|2|0|10|OK|adfectatrix|3|0|10
OK|affecte|2|0|10|OK|adfecte|3|0|10
OK|affectio|3|0|10|OK|adfectio|6|0|10
OK|affectiosus|2|0|10|OK|adfectiosus|3|0|10
OK|affecto|5|0|10|OK|adfecto|7|0|10
OK|affector|2|0|10|OK|adfector|3|0|10
OK|affectuosus|2|0|10|OK|adfectuosus|3|0|10
OK|affero|5|0|10|OK|adfero|7|0|10
OK|afficio|5|0|10|OK|adficio|7|0|10
OK|afficticius|3|0|10|OK|adficticius|2|0|10
OK|affigo|5|0|10|OK|adfigo|7|0|10
OK|affiguro|3|0|10|OK|adfiguro|4|0|10
OK|affingo|5|0|10|OK|adfingo|7|0|10
OK|affinis|6|0|10|OK|adfinis|6|0|10
OK|affinitas|3|0|10|OK|adfinitas|6|0|10
OK|affirmate|3|0|10|OK|adfirmate|5|0|10
OK|affirmatio|3|0|10|OK|adfirmatio|6|0|10
OK|affirmativus|2|0|10|OK|adfirmativus|3|0|10
OK|affirmator|2|0|10|OK|adfirmator|3|0|10
OK|affirmo|5|0|10|OK|adfirmo|7|0|10
OK|affixio|2|0|10|OK|adfixio|3|0|10
OK|affixus|3|0|10|OK|adfixus|5|0|10
OK|afflagrans|2|0|10|OK|adflagrans|4|0|10
OK|afflator|2|0|10|OK|adflator|3|0|10
OK|afflecto|3|0|10|OK|adflecto|5|0|10
OK|affleo|4|0|10|OK|adfleo|5|0|10
OK|afflictatio|4|0|10|OK|adflictatio|5|0|10
OK|afflictator|2|0|10|OK|adflictator|3|0|10
OK|afflictio|2|0|10|OK|adflictio|3|0|10
OK|afflicto|4|0|10|OK|adflicto|7|0|10
OK|afflictor|3|0|10|OK|adflictor|5|0|10
OK|affligo|5|0|10|OK|adfligo|7|0|10
OK|afflo|4|0|10|OK|adflo|7|0|10
OK|affluens|3|0|10|OK|adfluens|6|0|10
OK|affluenter|4|0|10|OK|adfluenter|5|0|10
OK|affluentia|4|0|10|OK|adfluentia|5|0|10
OK|affluo|5|0|10|OK|adfluo|7|0|10
OK|affluus|2|0|10|OK|adfluus|2|0|10
OK|affodio|3|0|10|OK|adfodio|3|0|10
OK|affor|3|0|10|OK|adfor|6|0|10
OK|afformido|3|0|10|OK|adformido|5|0|10
OK|affrango|2|0|10|OK|adfrango|4|0|10
OK|affremo|2|0|10|OK|adfremo|4|0|10
OK|affricatio|2|0|10|OK|adfricatio|3|0|10
OK|affrico|4|0|10|OK|adfrico|6|0|10
OK|affrictus|3|0|10|OK|adfrictus|4|0|10
OK|affringo|2|0|10|OK|adfringo|4|0|10
OK|affrio|3|0|10|OK|adfrio|4|0|10
OK|affulgeo|5|0|10|OK|adfulgeo|6|0|10
OK|affundo|5|0|10|OK|adfundo|7|0|10
OK|aggarrio|3|0|10|OK|adgarrio|2|0|10
OK|aggaudeo|4|0|10|OK|adgaudeo|3|0|10
OK|aggemo|4|0|10|OK|adgemo|4|0|10
OK|aggenero|4|0|10|OK|adgenero|4|0|10
OK|aggeniculatio|2|0|10|OK|adgeniculatio|2|0|10
OK|aggeniculor|3|0|10|OK|adgeniculor|3|0|10
OK|aggestio|2|0|10|OK|adgestio|3|0|10
OK|agglomero|6|0|10|OK|adglomero|5|0|10
OK|agglutino|5|0|10|OK|adglutino|5|0|10
