Isol|acua|acua|#REF !
Isol|acva|acua|VRAI
OK|acuarius|acuarius|VRAI
Isol|acvarivs|acuarius|VRAI
OK|agaue|agaue|VRAI
OK|agave|agaue|VRAI
Isol|aleuas|aleuas|VRAI
OK|alevas|aleuas|VRAI
OK|alleluia|alleluia|VRAI
Isol|alleluja|alleluia|VRAI
OK|baiae|baiae|VRAI
Isol|bajae|baiae|VRAI
OK|baiulo|baiulo|VRAI
OK|bajulo|baiulo|VRAI
Isol|boji|boii|VRAI
Mult|boii|boii|VRAI
OK|caiatio|caiatio|VRAI
Isol|cajatio|caiatio|VRAI
Isol|cariosuelites|cariosuelites|VRAI
Isol|cariosvelites|cariosuelites|VRAI
Isol|cauitio|cauitio|VRAI
Isol|cavitio|cauitio|VRAI
OK|celeia|celeia|VRAI
OK|celeja|celeia|VRAI
Isol|centumuiri|centumuiri|VRAI
OK|centumviri|centumuiri|VRAI
Isol|ceua|ceua|VRAI
OK|ceva|ceua|VRAI
OK|circeii|circeii|VRAI
Isol|circeji|circeii|VRAI
Isol|decemuiratus|decemuiratus|VRAI
OK|decemviratus|decemuiratus|VRAI
Isol|decemuiri|decemuiri|VRAI
OK|decemviri|decemuiri|VRAI
OK|deianira|deianira|VRAI
Isol|dejanira|deianira|VRAI
OK|deiotarus|deiotarus|VRAI
Isol|dejotarus|deiotarus|VRAI
OK|euadne|euadne|VRAI
OK|evadne|euadne|VRAI
Isol|euagoras|euagoras|VRAI
Isol|evagoras|euagoras|VRAI
Isol|euagrus|euagrus|VRAI
Isol|evagrus|euagrus|VRAI
OK|euan|euan|VRAI
OK|evan|euan|VRAI
OK|euander|euander|VRAI
OK|evander|euander|VRAI
OK|euandrus|euandrus|VRAI
Isol|evandrus|euandrus|VRAI
OK|euangelicus|euangelicus|VRAI
OK|evangelicus|euangelicus|VRAI
OK|euangelista|euangelista|VRAI
OK|evangelista|euangelista|VRAI
OK|euangelium|euangelium|VRAI
OK|evangelium|euangelium|VRAI
OK|euangelizator|euangelizator|VRAI
OK|evangelizator|euangelizator|VRAI
OK|euangelizo|euangelizo|VRAI
OK|evangelizo|euangelizo|VRAI
Isol|euans|euans|VRAI
OK|evans|euans|VRAI
OK|euax|euax|VRAI
OK|evax|euax|VRAI
Isol|eueninus|eueninus|VRAI
Isol|eveninus|eueninus|VRAI
Isol|euenor|euenor|VRAI
Isol|evenor|euenor|VRAI
OK|euenos|euenos|VRAI
Isol|evenos|euenos|VRAI
OK|euenus|euenus|VRAI
OK|evenus|euenus|VRAI
OK|euhoe|euhoe|VRAI
Isol|evhoe|euhoe|VRAI
OK|euias|euias|VRAI
OK|evias|euias|VRAI
OK|euius|euius|VRAI
Mult|evius|euius|VRAI
OK|euoe|euoe|VRAI
OK|evoe|euoe|VRAI
OK|euonymos|euonymos|VRAI
OK|evonymos|euonymos|VRAI
OK|graiugena|graiugena|VRAI
OK|grajugena|graiugena|VRAI
OK|i|i|VRAI
Isol|j|i|VRAI
OK|jaceo|iaceo|VRAI
Isol|iaceo|iaceo|VRAI
OK|iacetani|iacetani|VRAI
OK|jacetani|iacetani|VRAI
OK|iacob|iacob|VRAI
Isol|jacob|iacob|VRAI
Isol|iactanticulus|iactanticulus|VRAI
Mult|jactanticulus|iactanticulus|VRAI
Isol|jalysus|ialysus|VRAI
Mult|ialysus|ialysus|VRAI
OK|iason|iason|VRAI
Isol|jason|iason|VRAI
OK|iaspis|iaspis|VRAI
Isol|jaspis|iaspis|VRAI
OK|iazyges|iazyges|VRAI
Isol|jazyges|iazyges|VRAI
OK|iericho|iericho|VRAI
OK|jericho|iericho|VRAI
OK|iesus|iesus|VRAI
OK|jesus|iesus|VRAI
OK|ioannes|ioannes|VRAI
OK|joannes|ioannes|VRAI
Isol|iob|iob|VRAI
Isol|job|iob|VRAI
OK|ionas|ionas|VRAI
OK|jonas|ionas|VRAI
OK|iordanes|iordanes|VRAI
OK|jordanes|iordanes|VRAI
OK|ioseph|ioseph|VRAI
OK|joseph|ioseph|VRAI
OK|josephus|iosephus|VRAI
Isol|iosephus|iosephus|VRAI
OK|iuleus|iuleus|VRAI
Isol|juleus|iuleus|VRAI
Isol|julis|iulis|VRAI
Mult|iulis|iulis|VRAI
OK|iulius|iulius|VRAI
Mult|julius|iulius|VRAI
Isol|julus|iulus|VRAI
Mult|iulus|iulus|VRAI
OK|laius|laius|VRAI
OK|lajus|laius|VRAI
OK|larua|larua|VRAI
OK|larva|larua|VRAI
OK|larualis|larualis|VRAI
OK|larvalis|larualis|VRAI
Mult|laruatus|laruatus|VRAI
OK|larvatus|laruatus|VRAI
Isol|lucceia|lucceia|VRAI
Isol|lucceja|lucceia|VRAI
OK|lucceius|lucceius|VRAI
Isol|luccejus|lucceius|VRAI
OK|maja|maia|VRAI
Mult|maia|maia|VRAI
OK|maialis|maialis|VRAI
OK|majalis|maialis|VRAI
Mult|maius|maius|VRAI
Mult|majus|maius|VRAI
Isol|milua|milua|VRAI
OK|milva|milua|VRAI
Isol|miluago|miluago|VRAI
OK|milvago|miluago|VRAI
Isol|miluina|miluina|VRAI
Isol|milvina|miluina|VRAI
OK|miluinus|miluinus|VRAI
OK|milvinus|miluinus|VRAI
OK|miluus|miluus|VRAI
OK|milvus|miluus|VRAI
OK|nauarchia|nauarchia|VRAI
Isol|navarchia|nauarchia|VRAI
OK|nauarchus|nauarchus|VRAI
OK|navarchus|nauarchus|VRAI
OK|neuras|neuras|VRAI
Isol|nevras|neuras|VRAI
OK|pactumeius|pactumeius|VRAI
Isol|pactumejus|pactumeius|VRAI
Isol|parasceue|parasceue|VRAI
Isol|parasceve|parasceue|VRAI
Isol|peluis|peluis|VRAI
OK|pelvis|peluis|VRAI
OK|perjeratiuncula|perieratiuncula|VRAI
Isol|perieratiuncula|perieratiuncula|VRAI
OK|periero|periero|VRAI
Mult|perjero|periero|VRAI
OK|placideianus|placideianus|VRAI
Isol|placidejanus|placideianus|VRAI
Isol|plebejus|plebeius|VRAI
Mult|plebeius|plebeius|VRAI
OK|pleias|pleias|VRAI
Isol|plejas|pleias|VRAI
OK|pleuron|pleuron|VRAI
Isol|plevron|pleuron|VRAI
Isol|pompeia|pompeia|VRAI
