E4|accanto|4|0|10*
E4|accenseo|8|0|10*
E4|acclaro|7|0|10*
E4|acclivitas|6|0|10*
E4|accognosco|4|0|10*
E4|accommodate|6|0|10*
E4|accommodatio|7|0|10*
E4|accommodatus|7|0|10*
E4|accongero|3|0|10*
E4|accorporo|5|0|10*
E4|accredo|8|0|10*
E4|accretio|7|0|10*
E4|accretus|3|0|10*
E4|accumulate|6|0|10*
E4|accumulatio|4|0|10*
E4|accumulator|7|0|10*
E4|accumulo|8|0|10*
E4|accuro|8|0|10*
E4|acquisitio|4|0|10*
E4|affaber|3|0|10*
E4|affabilis|4|0|10*
E4|affabilitas|2|0|10*
E4|affabiliter|2|0|10*
E4|affabre|2|0|10*
E4|affabricatus|2|0|10*
E4|affamen|2|0|10*
E4|affectator|2|0|10*
E4|affectatrix|2|0|10*
E4|affecte|2|0|10*
E4|affectiosus|2|0|10*
E4|affector|2|0|10*
E4|affectuosus|2|0|10*
E4|afficticius|3|0|10*
E4|affiguro|3|0|10*
E4|affirmate|3|0|10*
E4|affirmativus|2|0|10*
E4|affirmator|2|0|10*
E4|affixio|2|0|10*
E4|affixus|3|0|10*
E4|afflagrans|2|0|10*
E4|afflator|2|0|10*
E4|affleo|4|0|10*
E4|afflictatio|4|0|10*
E4|afflictator|2|0|10*
E4|afflictio|2|0|10*
E4|afflictor|3|0|10*
E4|affluens|3|0|10*
E4|affluenter|4|0|10*
E4|affluentia|4|0|10*
E4|affluus|2|0|10*
E4|affodio|3|0|10*
E4|affrango|2|0|10*
E4|affremo|2|0|10*
E4|affricatio|2|0|10*
E4|affrictus|3|0|10*
E4|affringo|2|0|10*
E4|affrio|3|0|10*
E4|affulgeo|5|0|10*
E4|aggar|3|0|10*
E4|aggarrio|3|0|10*
E4|aggaudeo|4|0|10*
E4|aggemo|4|0|10*
E4|aggenero|4|0|10*
E4|aggeniculatio|2|0|10*
E4|aggeniculor|3|0|10*
E4|aggeratio|4|0|10*
E4|aggestio|2|0|10*
E4|agglomero|6|0|10*
E4|agglutino|5|0|10*
E4|aggravatio|2|0|10*
E4|aggravesco|3|0|10*
E4|aggravo|5|0|10*
E4|aggredio|4|0|10*
E4|aggressio|3|0|10*
E4|aggressor|2|0|10*
E4|aggressura|2|0|10*
E4|allaboro|5|0|10*
E4|allacrimans|2|0|10*
E4|allacto|2|0|10*
E4|allambo|3|0|10*
E4|allatro|5|0|10*
E4|allatus|2|0|10*
E4|allaudabilis|4|0|10*
E4|allaudo|4|0|10*
E4|allectatio|4|0|10*
E4|allectio|4|0|10*
E4|allector|3|0|10*
E4|allectura|3|0|10*
E4|allegatio|3|0|10*
E4|allegatus|2|0|10*
E4|allenimentum|4|0|10*
E4|allevamentum|3|0|10*
E4|allevatio|3|0|10*
E4|allevator|3|0|10*
E4|allevio|4|0|10*
E4|allicefacio|5|0|10*
E4|allicio|5|0|10*
E4|allido|5|0|10*
E4|alligamentum|2|0|10*
E4|alligatio|2|0|10*
E4|alligator|2|0|10*
E4|alligatura|2|0|10*
E4|allisio|2|0|10*
E4|allivescit|3|0|10*
E4|allubentia|2|0|10*
E4|allubesco|4|0|10*
E4|alluceo|5|0|10*
E4|alluctor|2|0|10*
E4|alludio|3|0|10*
E4|allusio|4|0|10*
E4|alluvio|2|0|10*
E4|alluvius|2|0|10*
E4|appango|3|0|10*
E4|apparamentum|3|0|10*
E4|apparate|6|0|10*
E4|apparatio|6|0|10*
E4|apparator|4|0|10*
E4|apparatrix|4|0|10*
E4|apparenter|3|0|10*
E4|apparentia|4|0|10*
E4|apparesco|4|0|10*
E4|appario|4|0|10*
E4|apparitio|7|0|10*
E4|apparitor|7|0|10*
E4|apparitura|4|0|10*
E4|appectoro|4|0|10*
E4|appendeo|5|0|10*
E4|appendo|8|0|10*
E4|appensor|4|0|10*
E4|appensus|5|0|10*
E4|appertineo|4|0|10*
E4|appetenter|6|0|10*
E4|appetentia|7|0|10*
E4|appetibilis|5|0|10*
E4|appetisso|4|0|10*
E4|appetitio|7|0|10*
E4|appetitor|4|0|10*
E4|appetitorius|2|0|10*
E4|applausor|3|0|10*
E4|applicatus|7|0|10*
E4|applicitus|4|0|10*
E4|applodo|5|0|10*
E4|apploro|7|0|10*
E4|applosus|3|0|10*
E4|applumbatus|3|0|10*
E4|apporrectus|5|0|10*
E4|apportatio|4|0|10*
E4|apportatus|3|0|10*
E4|apporto|8|0|10*
E4|apposco|4|0|10*
E4|apposite|6|0|10*
E4|appositio|5|0|10*
E4|appositum|4|0|10*
E4|appostulo|5|0|10*
E4|appotus|5|0|10*
E4|apprehensibilis|4|0|10*
E4|apprehensio|5|0|10*
E4|apprenso|5|0|10*
E4|appressus|3|0|10*
E4|appretio|5|0|10*
E4|apprime|6|0|10*
E4|apprimus|4|0|10*
E4|approbatio|7|0|10*
E4|approbator|6|0|10*
E4|approbatus|4|0|10*
E4|approbe|5|0|10*
E4|approbus|4|0|10*
E4|appromissor|4|0|10*
E4|appromitto|7|0|10*
E4|approperatus|3|0|10*
E4|appropero|8|0|10*
E4|appropinquatio|7|0|10*
E4|appropriatio|4|0|10*
E4|approprio|5|0|10*
E4|approximo|5|0|10*
E4|appunctus|2|0|10*
E4|appungo|3|0|10*
E4|apsoros|3|0|10*
E4|arrado|2|0|10*
E4|arrectarius|3|0|10*
E4|arrectus|4|0|10*
E4|arremigo|3|0|10*
E4|arrepticius|4|0|10*
E4|arreptivus|2|0|10*
E4|arreptus|3|0|10*
E4|arria|3|0|10*
E4|arrisio|4|0|10*
