-|accretus
LS|
GG|accretus|accrētus|a, um||part.|part. d'accresco|accretus|
GJ|accretus|accrētus|a, um|part. passé de accresco.
Ge|
FG|accretus|accretus a um participe de accresco.
Lw|
YO|
PO|
WW||||
->adfaber|affaber
LS|affaber|affăber|bra, brum||adj.|Made, prepared ingeniously, with art, ingenious|affaber|(better 
GG|
GJ|affaber|affăbĕr|bra, brum|- 1 - fait avec art. - 2 - habile.
Ge|affaber|affaber|bra, brum|kunstfertig, kunstreich - kunstgemäß
FG|
Lw|
YO|
PO|
WW||||
->adfabilis|affabilis
LS|affabilis|affābĭlis|e||adj.|that can be easily spoken to, easy of access, courteous, affable, kind, friendly, Sup., Adv.|affabilis|(better 
GG|
GJ|
Ge|affabilis|affābilis|e, Adj.|ansprechbar - leutselig, zutulich
FG|
Lw|
YO|
PO|affabilis|affa_bilis, affa_bile : a
WW||affabilis, affabilis||
->adfabilitas|affabilitas
LS|affabilitas|affābĭlĭtas|ātis|f.||the quality of, affability, courtesy, kindness|affabilitas|(better 
GG|
GJ|
Ge|affabilitas|affābilitās|ātis, f.|die Ansprechbarkeit - die Leutseligkeit, Zutulichkeit
FG|
Lw|
YO|
PO|
WW||||
->adfabiliter|affabiliter
LS|affabiliter|affābĭlĭter|||adv.||affabiliter|0
GG|
GJ|
Ge|affabiliter|affābiliter|Adv.|leutselig
FG|
Lw|
YO|
PO|
WW||||
->adfabre|affabre
LS|affabre|affā̆brē|||adv.||affabre|0
GG|
GJ|
Ge|affabre|affabrē|Adv.|kunstgemäß, kunstgerecht
FG|
Lw|
YO|
PO|
WW||||
->adfabricatus|affabricatus
LS|affabricatus|affā̆brĭcātus|a, um|||fitted, added to by art|affabricatus|(better 
GG|affabricatus|affabrĭcātus|a, um||adj.|fabriqué après coup, ajouté|adfabricatus|aff-
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->adfamen|affamen
LS|affamen|affāmen|ĭnis|n.||an accosting, address|affamen|(better 
GG|
GJ|
Ge|affamen|affāmen|minis, n.|die Ansprache, Anrede
FG|
Lw|
YO|
PO|
WW||||
->adfectator|affectator
LS|affectator|affectātor|ōris|m.||one that strives for|affectator|(better 
GG|
GJ|
Ge|affectator|affectātor|ōris, m.|der von dem Streben-, von der Sucht - Beseelte
FG|
Lw|
YO|
PO|
WW||||
->adfectatrix|affectatrix
LS|affectatrix|affectātrix|īcis|f.||she that strives for|affectatrix|(better 
GG|
GJ|
Ge|affectatrix|affectātrīx|īcis, f.|die Nachäfferin
FG|
Lw|
YO|
PO|
WW||||
->adfecte|affecte
LS|affecte|affectē|||adv.||affecte|(
GG|
GJ|
Ge|affecte|affectē|Adv.|ergriffen - mit Empfindung
FG|
Lw|
YO|
PO|
WW||||
->adfectiosus|affectiosus
LS|affectiosus|affectĭōsus|a, um||adj.|full of attachment, affection, Adv.|affectiosus|(
GG|
GJ|
Ge|affectiosus|affectiōsus|a, um|voll Neigung
FG|
Lw|
YO|
PO|
WW||||
->adfector|affector
LS|affector|affector|ātus, 1||v. dep.||affector|(
GG|
GJ|
Ge|affector|affector|Atus sum, Arī|eifrig streben, -trachten - zu gewinnen suchen
FG|
Lw|
YO|
PO|
WW||||
->adfectuosus|affectuosus
LS|affectuosus|affectŭōsus|a, um||adj.|full of inclination, affection, love; affectionate, kind, Adv.|affectuosus|(
GG|
GJ|
Ge|affectuosus|affectuōsus|a, um|neigungsvoll, liebevoll, zärtlich
FG|
Lw|
YO|
PO|
WW||||
->adfiguro|affiguro
LS|affiguro|affĭgūro|āvi, ātum, 1||v. a.|to form, fashion after, disciplinosus, consiliosus, victoriosus, vinosus, formosus|affiguro|(better 
GG|
GJ|
Ge|affiguro|affigūro|Avī, Are|danach - bilden
FG|
Lw|
YO|
PO|
WW|||affiguro, affiguravi|affiguro, affiguratum
->adfirmate|affirmate
LS|affirmate|affirmātē|||adv.|-I. advv. -II. absol. P. a., with asseveration, with assurance, certainly, assuredly, positively, Sup.|affirmanter|(
GG|
